1,20.8,57.4,7,9,2017,19,31
2,20.8,57.5,7,9,2017,19,35
3,20.8,57.2,7,9,2017,19,40
4,20.8,57.2,7,9,2017,19,45
5,20.8,57.3,7,9,2017,19,50
6,20.8,57.3,7,9,2017,19,55
7,20.8,57.1,7,9,2017,20,0
8,20.8,57,7,9,2017,20,5
9,20.8,57.1,7,9,2017,20,10
10,20.8,57.1,7,9,2017,20,15
11,20.7,57.4,7,9,2017,20,20
12,20.8,57.2,7,9,2017,20,25
13,20.7,57,7,9,2017,20,30
14,20.7,57.2,7,9,2017,20,35
15,20.7,57.3,7,9,2017,20,40
16,20.7,57.3,7,9,2017,20,45
17,20.7,57.2,7,9,2017,20,50
18,20.8,57.2,7,9,2017,20,55
19,20.7,57.2,7,9,2017,21,0
20,20.7,57.2,7,9,2017,21,5
21,20.7,57.1,7,9,2017,21,10
22,20.7,57.1,7,9,2017,21,15
23,20.7,57.1,7,9,2017,21,20
24,20.7,57.1,7,9,2017,21,25
25,20.7,56.8,7,9,2017,21,30
26,20.7,56.7,7,9,2017,21,35
27,20.7,56.7,7,9,2017,21,40
28,20.7,56.5,7,9,2017,21,45
29,20.6,56.4,7,9,2017,21,50
30,20.6,56.4,7,9,2017,21,55
31,20.6,56.5,7,9,2017,22,0
32,20.6,56.4,7,9,2017,22,5
33,20.6,56.3,7,9,2017,22,10
34,20.6,56.3,7,9,2017,22,15
35,20.6,56.2,7,9,2017,22,20
36,20.6,56.1,7,9,2017,22,25
37,20.6,56.2,7,9,2017,22,30
38,20.6,56.1,7,9,2017,22,35
39,20.6,56.1,7,9,2017,22,40
40,20.6,56.1,7,9,2017,22,45
41,20.6,56.1,7,9,2017,22,50
42,20.6,56.1,7,9,2017,22,55
43,20.5,56,7,9,2017,23,0
44,20.6,55.9,7,9,2017,23,5
45,20.5,55.9,7,9,2017,23,10
46,20.5,55.9,7,9,2017,23,15
47,20.5,55.9,7,9,2017,23,20
48,20.5,55.9,7,9,2017,23,25
49,20.5,55.9,7,9,2017,23,30
50,20.5,55.9,7,9,2017,23,35
51,20.5,55.8,7,9,2017,23,40
52,20.5,55.8,7,9,2017,23,45
53,20.5,55.8,7,9,2017,23,50
54,20.5,55.8,7,9,2017,23,55
55,20.5,55.8,8,9,2017,0,0
56,20.4,55.6,8,9,2017,0,5
57,20.4,55.7,8,9,2017,0,10
58,20.4,55.7,8,9,2017,0,15
59,20.4,55.7,8,9,2017,0,20
60,20.4,55.7,8,9,2017,0,25
61,20.5,55.8,8,9,2017,0,30
62,20.4,55.8,8,9,2017,0,35
63,20.4,55.9,8,9,2017,0,40
64,20.4,55.9,8,9,2017,0,45
65,20.4,55.9,8,9,2017,0,50
66,20.4,56.1,8,9,2017,0,55
67,20.4,56.1,8,9,2017,1,0
68,20.4,56,8,9,2017,1,5
69,20.4,56.2,8,9,2017,1,10
70,20.4,56.2,8,9,2017,1,15
71,20.4,56.2,8,9,2017,1,20
72,20.4,56.2,8,9,2017,1,25
73,20.4,56.4,8,9,2017,1,30
74,20.3,56.4,8,9,2017,1,35
75,20.3,56.3,8,9,2017,1,40
76,20.4,56.5,8,9,2017,1,45
77,20.3,56.6,8,9,2017,1,50
78,20.3,56.7,8,9,2017,1,55
79,20.3,56.6,8,9,2017,2,0
80,20.3,56.8,8,9,2017,2,5
81,20.3,56.8,8,9,2017,2,10
82,20.4,56.8,8,9,2017,2,15
83,20.3,56.9,8,9,2017,2,20
84,20.4,56.9,8,9,2017,2,25
85,20.3,56.8,8,9,2017,2,30
86,20.3,56.9,8,9,2017,2,35
87,20.3,57.1,8,9,2017,2,40
88,20.3,57,8,9,2017,2,45
89,20.3,56.9,8,9,2017,2,50
90,20.3,57,8,9,2017,2,55
91,20.3,56.9,8,9,2017,3,0
92,20.3,57,8,9,2017,3,5
93,20.3,57,8,9,2017,3,10
94,20.3,57.1,8,9,2017,3,15
95,20.3,57,8,9,2017,3,20
96,20.3,57.1,8,9,2017,3,25
97,20.2,56.8,8,9,2017,3,30
98,20.2,57.1,8,9,2017,3,35
99,20.2,57.2,8,9,2017,3,40
100,20.2,57.2,8,9,2017,3,45
101,20.3,57.3,8,9,2017,3,50
102,20.2,57.2,8,9,2017,3,55
103,20.2,57.1,8,9,2017,4,0
104,20.2,57.3,8,9,2017,4,5
105,20.2,57.3,8,9,2017,4,10
106,20.2,57.3,8,9,2017,4,15
107,20.2,57.2,8,9,2017,4,20
108,20.2,57.2,8,9,2017,4,25
109,20.2,57.3,8,9,2017,4,30
110,20.2,57.3,8,9,2017,4,35
111,20.2,57.4,8,9,2017,4,40
112,20.2,57.3,8,9,2017,4,45
