T=16.1, H=41.5, 22-Nov-2015, 00.00.03
T=16.1, H=41.7, 22-Nov-2015, 00.15.02
T=16.0, H=41.5, 22-Nov-2015, 00.30.03
T=16.0, H=41.9, 22-Nov-2015, 00.45.03
T=16.0, H=42.1, 22-Nov-2015, 01.00.02
T=15.9, H=42.1, 22-Nov-2015, 01.15.03
T=15.9, H=42.3, 22-Nov-2015, 01.30.03
T=16.0, H=42.4, 22-Nov-2015, 01.45.02
T=15.9, H=42.4, 22-Nov-2015, 02.00.03
T=15.9, H=42.5, 22-Nov-2015, 02.15.02
T=15.8, H=42.5, 22-Nov-2015, 02.30.07
T=15.8, H=42.5, 22-Nov-2015, 02.45.03
T=15.8, H=42.6, 22-Nov-2015, 03.00.02
T=15.8, H=42.6, 22-Nov-2015, 03.15.03
T=15.7, H=42.8, 22-Nov-2015, 03.30.03
T=15.8, H=42.7, 22-Nov-2015, 03.45.02
T=15.7, H=42.8, 22-Nov-2015, 04.00.03
T=15.6, H=42.8, 22-Nov-2015, 04.15.08
T=15.6, H=42.8, 22-Nov-2015, 04.30.02
T=15.6, H=43.0, 22-Nov-2015, 04.45.05
T=15.6, H=43.0, 22-Nov-2015, 05.00.02
T=15.6, H=42.9, 22-Nov-2015, 05.15.03
T=15.6, H=43.0, 22-Nov-2015, 05.30.02
T=15.5, H=43.0, 22-Nov-2015, 05.45.06
T=15.5, H=43.2, 22-Nov-2015, 06.00.05
T=15.5, H=43.2, 22-Nov-2015, 06.15.02
T=15.5, H=43.3, 22-Nov-2015, 06.30.05
T=15.4, H=43.2, 22-Nov-2015, 06.45.08
T=15.4, H=43.2, 22-Nov-2015, 07.00.03
T=15.4, H=43.3, 22-Nov-2015, 07.15.05
T=15.4, H=43.3, 22-Nov-2015, 07.30.03
T=15.4, H=43.3, 22-Nov-2015, 07.45.05
T=15.4, H=43.3, 22-Nov-2015, 08.00.03
T=15.4, H=43.1, 22-Nov-2015, 08.15.02
T=15.4, H=43.4, 22-Nov-2015, 08.30.03
T=15.4, H=43.2, 22-Nov-2015, 08.45.03
T=15.5, H=43.3, 22-Nov-2015, 09.00.10
T=15.5, H=43.3, 22-Nov-2015, 09.15.02
T=15.6, H=43.2, 22-Nov-2015, 09.30.06
T=15.6, H=43.2, 22-Nov-2015, 09.45.02
T=16.6, H=44.3, 22-Nov-2015, 10.00.05
T=16.6, H=40.9, 22-Nov-2015, 10.15.05
T=16.6, H=40.8, 22-Nov-2015, 10.30.02
T=16.3, H=40.4, 22-Nov-2015, 10.45.03
T=16.0, H=40.0, 22-Nov-2015, 11.00.02
T=15.8, H=41.2, 22-Nov-2015, 11.15.03
T=16.4, H=42.6, 22-Nov-2015, 11.30.03
T=16.6, H=42.6, 22-Nov-2015, 11.45.02
